vaccinated1,vaccinated2,state,district,confirmed,deceased,recovered,tested,other
326872.0,136491.0,TN,Perambalur,12067.0,243.0,11790.0,7981.0,
827320.0,314780.0,TN,Pudukkottai,30183.0,416.0,29627.0,20835.0,
,,TN,Railway Quarantine,428.0,,428.0,,
660673.0,280037.0,TN,Ramanathapuram,20564.0,357.0,20158.0,23389.0,
557267.0,174051.0,TN,Ranipet,43436.0,775.0,42557.0,20118.0,
1925084.0,791376.0,TN,Salem,99893.0,1685.0,97619.0,79660.0,
726010.0,287468.0,TN,Sivaganga,20195.0,206.0,19854.0,25824.0,
736882.0,233177.0,TN,Tenkasi,27357.0,484.0,26834.0,26338.0,
1224986.0,486660.0,TN,Thanjavur,75352.0,972.0,73874.0,67445.0,
660187.0,304832.0,TN,Theni,43571.0,521.0,43018.0,45839.0,
1425728.0,563426.0,TN,Thiruvallur,119370.0,1842.0,117138.0,67948.0,
630274.0,246969.0,TN,Thiruvarur,41461.0,442.0,40760.0,67445.0,
984706.0,328797.0,TN,Thoothukkudi,56304.0,409.0,55757.0,49288.0,
1468456.0,636356.0,TN,Tiruchirappalli,77534.0,1059.0,76038.0,92586.0,
815687.0,275985.0,TN,Tirunelveli,49374.0,432.0,48812.0,54208.0,
541496.0,205219.0,TN,Tirupathur,29301.0,625.0,28600.0,23998.0,
1671392.0,611015.0,TN,Tiruppur,95405.0,979.0,93683.0,36301.0,
1270049.0,533376.0,TN,Tiruvannamalai,54968.0,667.0,54122.0,76170.0,
763735.0,336366.0,TN,Vellore,49864.0,1131.0,48564.0,47936.0,
1085842.0,444502.0,TN,Viluppuram,45857.0,356.0,45382.0,52064.0,
